Nom Gare,Code Gare,Type jour,Date,Annee,Ligne,Axe,Tranche horaire,Somme de Montants,mois,jour_semaine
MAURICE-AUDIN,87704270,JOB,2021-09-21,2021,T4,T4,Avant 6h,55,9,Tuesday
OSNY,87381145,JOB,2024-01-16,2024,J,J6,De 6h à 10h,609,1,Tuesday
MEAUX,87116103,SAM,2023-11-18,2023,P,P,De 6h à 10h,1803,11,Saturday
NOINTEL-MOURS,87276758,SAM,2024-01-20,2024,H,H,De 16h à 20h,62,1,Saturday
MERIEL,87276675,JOB,2024-01-16,2024,H,H,Avant 6h,24,1,Tuesday
ORLY-VILLE,87546200,DIM,2025-09-02,2025,C,C,Après 20h,65,9,Tuesday
MEUDON,87393108,DIM,2024-01-21,2024,N,N,Avant 6h,0,1,Sunday
PARIS-GARE-DE-LYON,87686030,DIM,2024-03-03,2024,D,D,Après 20h,7169,3,Sunday
MEUDON,87393108,JOB,2024-01-16,2024,N,N,De 16h à 20h,696,1,Tuesday
ORRY-LA-VILLE-COYE,87276279,JOB,2024-05-03,2024,D,D,De 16h à 20h,175,5,Friday
MEULAN-HARDRICOURT,87381830,DIM,2024-01-21,2024,J,J6,De 10h à 16h,354,1,Sunday
PARIS-GARE-DE-LYON,87686030,JOB,2024-01-16,2024,R,R,Après 20h,4152,1,Tuesday
MONTARGIS,87684001,JOB,2024-01-16,2024,R,R,De 16h à 20h,385,1,Tuesday
CREIL,87276006,SAM,2024-01-20,2024,H,H,De 16h à 20h,114,1,Saturday
MONTEREAU,87682302,JOB,2024-01-16,2024,R,R,De 10h à 16h,962,1,Tuesday
PONT-DU-GARIGLIANO-HOPITAL-EUROPEEN-G.-POMPIDOU,87393322,SAM,2025-08-02,2025,C,C,De 6h à 10h,238,8,Saturday
MONTGERON-CROSNE,87682104,JOB,2024-05-03,2024,D,D,Avant 6h,151,5,Friday
DOMONT,87276436,SAM,2024-01-20,2024,H,H,De 16h à 20h,558,1,Saturday
MONTGERON-CROSNE,87682104,SAM,2024-02-03,2024,D,D,De 10h à 16h,1460,2,Saturday
RIS-ORANGIS,87681338,JOB,2024-12-03,2024,D,D,De 6h à 10h,984,12,Tuesday
MONTGEROULT-COURCELLES,87381160,JOB,2024-01-16,2024,J,J6,De 16h à 20h,7,1,Tuesday
PONTHIERRY-PRINGY,87682526,JOB,2024-02-04,2024,D,D,Après 20h,12,2,Sunday
MONTGEROULT-COURCELLES,87381160,JOB,2024-01-16,2024,J,J6,De 6h à 10h,22,1,Tuesday
DOURDAN-LA-FORET,87540179,JOB,2025-06-02,2025,C,C,De 16h à 20h,376,6,Monday
MONTIGNY-BEAUCHAMP,87276089,JOB,2024-01-16,2024,H,H,De 10h à 16h,1008,1,Tuesday
PONTOISE,87276139,SAM,2025-08-02,2025,C,C,De 6h à 10h,303,8,Saturday
MONTIGNY-SUR-LOING,87684100,DIM,2024-01-21,2024,R,R,De 10h à 16h,156,1,Sunday
DREUX,87393488,SAM,2024-01-20,2024,N,N,Avant 6h,81,1,Saturday
MONTIGNY-SUR-LOING,87684100,JOB,2024-01-16,2024,R,R,Avant 6h,18,1,Tuesday
EPINAY-SUR-ORGE,87545228,DIM,2024-01-12,2024,T12,T12,De 6h à 10h,140,1,Friday
MONTIGNY-SUR-LOING,87684100,JOB,2024-01-16,2024,R,R,De 16h à 20h,69,1,Tuesday
EPINAY-VILLETANEUSE,87271122,DIM,2021-11-21,2021,T11,T11,De 6h à 10h,278,11,Sunday
MONTRY-CONDE,87116400,JOB,2023-09-19,2023,P,P,Après 20h,0,9,Tuesday
PUTEAUX,87382382,SAM,2024-01-20,2024,L,L2,De 16h à 20h,719,1,Saturday
MONTSOULT-MAFFLIERS,87276493,DIM,2024-01-21,2024,H,H,De 6h à 10h,101,1,Sunday
EPLUCHES,87276147,DIM,2024-01-21,2024,H,H,De 16h à 20h,29,1,Sunday
MONTSOULT-MAFFLIERS,87276493,JOB,2024-01-16,2024,H,H,De 16h à 20h,682,1,Tuesday
ROSA-PARKS,87654798,DIM,2022-03-20,2022,E,E,De 6h à 10h,709,3,Sunday
MORET-VENEUX-LES-SABLONS,87682278,SAM,2024-01-20,2024,R,R,De 6h à 10h,351,1,Saturday
EPONE-MEZIERES,87386763,DIM,2021-05-12,2021,J,J5,De 10h à 16h,195,5,Wednesday
MORMANT,87116087,JOB,2023-11-14,2023,P,P,De 10h à 16h,142,11,Tuesday
ROSNY-BOIS-PERRIER,87113696,DIM,2022-03-20,2022,E,E,De 10h à 16h,2018,3,Sunday
MORMANT,87116087,SAM,2023-11-18,2023,P,P,De 6h à 10h,98,11,Saturday
RIS-ORANGIS,87681338,SAM,2024-02-03,2024,D,D,De 6h à 10h,312,2,Saturday
MOULIN-GALANT,87681403,SAM,2024-02-03,2024,D,D,De 10h à 16h,229,2,Saturday
ROISSY-EN-BRIE,87116038,JOB,2022-03-22,2022,E,E,De 6h à 10h,2821,3,Tuesday
MOUROUX,87116285,DIM,2023-11-19,2023,P,P,Après 20h,4,11,Sunday
SAINT-CHERON,87545509,JOB,2025-06-02,2025,C,C,De 10h à 16h,199,6,Monday
NANTEUIL-LE-HAUDOUIN,87271577,SAM,2024-01-20,2024,K,K,Après 20h,7,1,Saturday
ERAGNY-NEUVILLE,87381418,JOB,2024-01-16,2024,J,J6,De 16h à 20h,307,1,Tuesday
NANTEUIL-SAACY,87116558,SAM,2023-09-16,2023,P,P,De 10h à 16h,194,9,Saturday
RUNGIS-LA-FRATERNELLE,87546291,SAM,2025-08-02,2025,C,C,De 6h à 10h,29,8,Saturday
NEMOURS-SAINT-PIERRE,87684126,JOB,2024-01-16,2024,R,R,De 6h à 10h,739,1,Tuesday
SAINT-CLOUD,87382358,JOB,2024-04-23,2024,U,U,De 6h à 10h,1042,4,Tuesday
NOISY-LE-SEC,87113217,SAM,2022-03-19,2022,E,E,De 6h à 10h,3744,3,Saturday
ETRECHY,87545145,JOB,2025-06-02,2025,C,C,De 6h à 10h,932,6,Monday
ORANGIS-BOIS-DE-L'EPINE,87681346,DIM,2024-03-03,2024,D,D,De 16h à 20h,482,3,Sunday
SAINT-CYR,87393223,DIM,2024-04-28,2024,U,U,De 16h à 20h,259,4,Sunday
ORMOY-VILLERS,87271585,SAM,2024-01-20,2024,K,K,Après 20h,0,1,Saturday
FERME-NEUVE,87745851,SAM,2024-11-30,2024,T12,T12,De 6h à 10h,128,11,Saturday
ORMOY-VILLERS,87271585,SAM,2024-01-20,2024,K,K,De 6h à 10h,4,1,Saturday
SAINT-DENIS,87271015,SAM,2024-01-20,2024,H,H,De 10h à 16h,5818,1,Saturday
ORRY-LA-VILLE-COYE,87276279,SAM,2024-02-03,2024,D,D,De 16h à 20h,83,2,Saturday
GAGNY,87113514,DIM,2022-03-20,2022,E,E,Avant 6h,47,3,Sunday
OZOIR-LA-FERRIERE,87116020,DIM,2022-03-20,2022,E,E,De 10h à 16h,553,3,Sunday
SAINT-LEU-LA-FORET,87276600,DIM,2024-01-21,2024,H,H,De 16h à 20h,387,1,Sunday
PARC-DU-CHATEAU,87745786,JOB,2024-11-26,2024,T12,T12,De 10h à 16h,219,11,Tuesday
SAINT-CYR,87393223,SAM,2023-10-14,2023,T13,T13,De 6h à 10h,72,10,Saturday
PARIS-AUSTERLITZ,87547026,JOB,2025-06-02,2025,C,C,Avant 6h,87,6,Monday
SAINT-MICHEL-SUR-ORGE,87545202,DIM,2025-09-02,2025,C,C,De 16h à 20h,555,9,Tuesday
PARIS-EST,87113001,DIM,2023-11-19,2023,P,P,De 16h à 20h,6682,11,Sunday
SAINT-OUEN-L'AUMONE,87276105,DIM,2024-01-21,2024,H,H,Avant 6h,24,1,Sunday
PARIS-EST,87113001,JOB,2023-11-14,2023,P,P,De 6h à 10h,3324,11,Tuesday
INVALIDES,87393033,SAM,2025-08-02,2025,C,C,De 10h à 16h,3747,8,Saturday
PARIS-EST,87113001,SAM,2022-03-19,2022,E,E,Après 20h,0,3,Saturday
ISLES-ARMENTIERES-CONGIS,87116616,JOB,2023-09-19,2023,P,P,De 16h à 20h,15,9,Tuesday
PARIS-EST,87113001,SAM,2023-11-18,2023,P,P,Avant 6h,79,11,Saturday
SARTROUVILLE,87386417,JOB,2022-11-30,2022,A,A,De 6h à 10h,6035,11,Wednesday
PARIS-GARE-DU-NORD,87271031,DIM,2024-01-21,2024,K,K,De 6h à 10h,57,1,Sunday
IVRY-SUR-SEINE,87545301,JOB,2025-11-02,2025,C,C,De 10h à 16h,1722,11,Sunday
PARIS-GARE-DU-NORD,87271031,JOB,2023-10-10,2023,B,B,Après 20h,14959,10,Tuesday
SAVIGNY-LE-TEMPLE-NANDY,87682187,SAM,2024-02-03,2024,D,D,De 16h à 20h,872,2,Saturday
PARIS-GARE-DU-NORD,87271031,JOB,2024-01-16,2024,K,K,Après 20h,447,1,Tuesday
LA-BARRE-ORMESSON,87271171,SAM,2024-01-20,2024,H,H,De 16h à 20h,888,1,Saturday
PARIS-GARE-DU-NORD,87271031,SAM,2024-01-20,2024,H,H,De 10h à 16h,16834,1,Saturday
SERMAISE,87545517,DIM,2025-09-02,2025,C,C,Après 20h,3,9,Tuesday
PARIS-GARE-DU-NORD,87271031,SAM,2024-01-20,2024,H,H,De 6h à 10h,4904,1,Saturday
LA-DEFENSE,87382218,JOB,2024-01-16,2024,L,L2,De 16h à 20h,17913,1,Tuesday
PARIS-MONTPARNASSE,87391003,SAM,2024-01-20,2024,N,N,De 16h à 20h,8999,1,Saturday
SEUGY,87272039,JOB,2024-01-16,2024,H,H,Avant 6h,1,1,Tuesday
PARIS-SAINT-LAZARE,87384008,DIM,2024-01-21,2024,J,J4,Après 20h,3560,1,Sunday
LA-GARENNE-COLOMBES,87386003,JOB,2024-01-16,2024,L,L3,De 10h à 16h,1669,1,Tuesday
PARIS-SAINT-LAZARE,87384008,JOB,2024-01-16,2024,L,L3,Après 20h,4190,1,Tuesday
SEVRES-RIVE-GAUCHE,87393124,DIM,2024-01-21,2024,N,N,De 6h à 10h,79,1,Sunday
PARIS-SAINT-LAZARE,87384008,SAM,2024-01-20,2024,L,L2,Après 20h,4939,1,Saturday
STADE-DE-FRANCE-SAINT-DENIS,87164780,DIM,2024-03-03,2024,D,D,Avant 6h,11,3,Sunday
PETIT-JOUY-LES-LOGES,87393504,SAM,2025-08-02,2025,C,V,De 10h à 16h,44,8,Saturday
LA-VERRIERE,87393256,SAM,2024-04-27,2024,U,U,Avant 6h,35,4,Saturday
PETIT-JOUY-LES-LOGES,87393504,SAM,2025-08-02,2025,C,V,De 16h à 20h,42,8,Saturday
LE-BOURGET,87271395,JOB,2021-11-23,2021,T11,T11,De 16h à 20h,2237,11,Tuesday
PETIT-VAUX,87393652,SAM,2024-11-30,2024,T12,T12,Après 20h,16,11,Saturday
TACOIGNIERES-RICHEBOURG,87393454,DIM,2024-01-21,2024,N,N,De 16h à 20h,76,1,Sunday
PIERREFITTE-STAINS,87271163,JOB,2024-05-03,2024,D,D,De 6h à 10h,7193,5,Friday
LE-CHENAY-GAGNY,87113522,DIM,2022-03-20,2022,E,E,De 16h à 20h,533,3,Sunday
PIERRELAYE,87276097,DIM,2024-01-21,2024,H,H,De 16h à 20h,166,1,Sunday
TOURNAN,87116210,DIM,2023-11-19,2023,P,P,Après 20h,52,11,Sunday
LARDY,87545160,DIM,2025-09-02,2025,C,C,De 10h à 16h,230,9,Tuesday
TOURNAN,87116210,JOB,2022-03-22,2022,E,E,De 6h à 10h,1078,3,Tuesday
PONT-DE-L'ALMA,87393041,JOB,2025-06-02,2025,C,C,De 16h à 20h,4052,6,Monday
LE-RAINCY-VILLEMOMBLE-MONTFERMEIL,87113472,SAM,2022-03-19,2022,E,E,De 16h à 20h,1524,3,Saturday
LE-BOURGET,87271395,JOB,2023-10-10,2023,B,B,De 10h à 16h,6192,10,Tuesday
SAINT-MARTIN-D'ETAMPES,87545350,DIM,2025-09-02,2025,C,C,Avant 6h,13,9,Tuesday
PONTOISE,87276139,JOB,2025-06-02,2025,C,C,Après 20h,101,6,Monday
SAINT-MICHEL-NOTRE-DAME,87547315,JOB,2025-06-02,2025,C,C,Après 20h,4163,6,Monday
LE-BRAS-DE-FER,87681395,DIM,2024-03-03,2024,D,D,De 16h à 20h,554,3,Sunday
SAINT-MICHEL-NOTRE-DAME,87547315,JOB,2025-06-02,2025,C,C,De 16h à 20h,18660,6,Monday
PRECY-SUR-OISE,87276410,JOB,2024-01-16,2024,H,H,De 10h à 16h,12,1,Tuesday
LE-VAL-D'OR,87382366,DIM,2024-01-21,2024,L,L2,Après 20h,89,1,Sunday
LE-BRAS-DE-FER,87681395,SAM,2024-02-03,2024,D,D,De 16h à 20h,640,2,Saturday
PRECY-SUR-OISE,87276410,SAM,2024-01-20,2024,H,H,Après 20h,1,1,Saturday
PRECY-SUR-OISE,87276410,SAM,2024-01-20,2024,H,H,De 10h à 16h,15,1,Saturday
PROVINS,87116160,DIM,2023-11-19,2023,P,P,Après 20h,40,11,Sunday
LE-STADE,87381095,SAM,2024-01-20,2024,J,J4,Après 20h,260,1,Saturday
PUTEAUX,87382382,DIM,2024-01-21,2024,L,L2,De 10h à 16h,763,1,Sunday
LES-ESSARTS-LE-ROI,87393280,SAM,2024-01-20,2024,N,N,De 16h à 20h,149,1,Saturday
PUTEAUX,87382382,SAM,2024-01-20,2024,L,L2,De 10h à 16h,1013,1,Saturday
RIS-ORANGIS,87681338,SAM,2024-02-03,2024,D,D,De 10h à 16h,481,2,Saturday
LIEUSAINT-MOISSY,87682153,JOB,2024-05-03,2024,D,D,Avant 6h,476,5,Friday
ROUGEMONT-CHANTELOUP,87431791,DIM,2021-12-09,2021,T4,T4,Après 20h,114,12,Thursday
LONGJUMEAU,87393611,SAM,2024-11-30,2024,T12,T12,De 10h à 16h,213,11,Saturday
SAINT-CLOUD,87382358,JOB,2024-01-16,2024,L,L2,Avant 6h,44,1,Tuesday
LOUVECIENNES,87382457,SAM,2024-01-20,2024,L,L2,Après 20h,69,1,Saturday
SAINT-CYR,87393223,SAM,2024-01-20,2024,N,N,De 16h à 20h,850,1,Saturday
SAINT-DENIS,87271015,DIM,2024-03-03,2024,D,D,Avant 6h,292,3,Sunday
MAGENTA,87281873,JOB,2022-03-22,2022,E,E,De 10h à 16h,11614,3,Tuesday
SAINT-NOM-LA-BRETECHE-FORET-DE-MARLY,87382481,JOB,2023-10-19,2023,T13,T13,De 16h à 20h,290,10,Thursday
SAINT-NOM-LA-BRETECHE-FORET-DE-MARLY,87382481,JOB,2024-01-16,2024,L,L2,De 10h à 16h,439,1,Tuesday
MANTES-LA-JOLIE,87381509,DIM,2021-05-12,2021,J,J5,De 6h à 10h,259,5,Wednesday
SAINT-OUEN-L'AUMONE,87276105,SAM,2024-01-20,2024,H,H,Après 20h,161,1,Saturday
MANTES-STATION,87381590,DIM,2024-01-21,2024,J,J6,De 16h à 20h,112,1,Sunday
MANTES-STATION,87381590,JOB,2024-01-16,2024,J,J6,De 16h à 20h,284,1,Tuesday
MANTES-STATION,87381590,SAM,2021-04-12,2021,J,J5,De 6h à 10h,86,4,Monday
MAREIL-SUR-MAULDRE,87381715,DIM,2024-01-21,2024,N,N,De 6h à 10h,10,1,Sunday
MAREIL-SUR-MAULDRE,87381715,JOB,2024-01-16,2024,N,N,De 10h à 16h,41,1,Tuesday
SAINT-QUENTIN-EN-YVELINES-MONTIGNY-LE-BRETONNEUX,87393843,JOB,2025-06-02,2025,C,C,Avant 6h,26,6,Monday
MAROLLES-EN-HUREPOIX,87545186,SAM,2025-08-02,2025,C,C,De 16h à 20h,133,8,Saturday
SAINTE-GENEVIEVE-DES-BOIS,87545210,DIM,2025-09-02,2025,C,C,De 10h à 16h,1057,9,Tuesday
SANNOIS,87276188,DIM,2024-01-21,2024,J,J4,De 10h à 16h,1182,1,Sunday
SARCELLES-SAINT-BRICE,87276386,DIM,2024-01-21,2024,H,H,De 16h à 20h,1117,1,Sunday
SARTROUVILLE,87386417,JOB,2022-11-30,2022,A,A,Avant 6h,395,11,Wednesday
SAVIGNY-SUR-ORGE,87545236,DIM,2025-09-02,2025,C,C,De 16h à 20h,938,9,Tuesday
SERMAISE,87545517,DIM,2025-09-02,2025,C,C,Avant 6h,1,9,Tuesday
COTEAUX-DE-L'ORGE,87745794,DIM,2024-01-12,2024,T12,T12,De 16h à 20h,118,1,Friday
MAULE,87381723,DIM,2024-01-21,2024,N,N,Après 20h,17,1,Sunday
SEUGY,87272039,SAM,2024-01-20,2024,H,H,De 16h à 20h,27,1,Saturday
COUILLY-SAINT-GERMAIN-QUINCY,87116731,DIM,2023-09-17,2023,P,P,De 10h à 16h,36,9,Sunday
MAURICE-AUDIN,87704270,SAM,2021-09-18,2021,T4,T4,De 10h à 16h,698,9,Saturday
SEVRES-RIVE-GAUCHE,87393124,SAM,2024-01-20,2024,N,N,Après 20h,113,1,Saturday
CRECY-LA-CHAPELLE,87116772,SAM,2023-09-16,2023,P,P,Après 20h,11,9,Saturday
STAINS-LA-CERISAIE,87697334,SAM,2021-11-20,2021,T11,T11,De 10h à 16h,820,11,Saturday
CROUY-SUR-OURCQ,87116640,DIM,2023-09-17,2023,P,P,De 10h à 16h,53,9,Sunday
MONTARGIS,87684001,JOB,2024-01-16,2024,R,R,Après 20h,87,1,Tuesday
SURESNES-MONT-VALERIEN,87382374,DIM,2024-01-21,2024,L,L2,Avant 6h,20,1,Sunday
DORDIVES,87684233,JOB,2024-01-16,2024,R,R,Après 20h,7,1,Tuesday
MONTEREAU,87682302,SAM,2024-01-20,2024,R,R,Avant 6h,146,1,Saturday
SURESNES-MONT-VALERIEN,87382374,JOB,2024-04-23,2024,U,U,Avant 6h,2,4,Tuesday
DOURDAN-LA-FORET,87540179,SAM,2025-08-02,2025,C,C,De 6h à 10h,9,8,Saturday
MONTGERON-CROSNE,87682104,JOB,2024-05-03,2024,D,D,Après 20h,169,5,Friday
TRAPPES,87393835,JOB,2024-01-16,2024,N,N,Avant 6h,88,1,Tuesday
MONTGEROULT-COURCELLES,87381160,SAM,2024-01-20,2024,J,J6,De 16h à 20h,6,1,Saturday
TRIE-CHATEAU,87381236,SAM,2024-01-20,2024,J,J6,De 10h à 16h,9,1,Saturday
NANGIS,87116095,DIM,2023-11-19,2023,P,P,De 16h à 20h,179,11,Sunday
NANTEUIL-LE-HAUDOUIN,87271577,DIM,2024-01-21,2024,K,K,Après 20h,6,1,Sunday
VAL-DE-FONTENAY,87113712,SAM,2022-03-19,2022,E,E,Après 20h,2386,3,Saturday
VALMONDOIS,87276535,DIM,2024-01-21,2024,H,H,Avant 6h,5,1,Sunday
EPINAY-VILLETANEUSE,87271122,JOB,2021-11-23,2021,T11,T11,De 16h à 20h,1743,11,Tuesday
VALMONDOIS,87276535,SAM,2024-01-20,2024,H,H,Après 20h,44,1,Saturday
EPONE-MEZIERES,87386763,JOB,2025-01-04,2025,J,J5,De 6h à 10h,1370,1,Saturday
NOGENT-L'ARTAUD-CHARLY,87116566,JOB,2023-09-19,2023,P,P,De 10h à 16h,126,9,Tuesday
NOINTEL-MOURS,87276758,DIM,2024-01-21,2024,H,H,De 6h à 10h,44,1,Sunday
ERMONT-EAUBONNE,87276055,SAM,2025-08-02,2025,C,C,De 6h à 10h,685,8,Saturday
NOISY-LE-SEC,87113217,JOB,2022-03-22,2022,E,E,De 16h à 20h,7580,3,Tuesday
VILLENNES-SUR-SEINE,87386649,SAM,2021-04-12,2021,J,J5,De 16h à 20h,196,4,Monday
ETRECHY,87545145,JOB,2025-06-02,2025,C,C,De 16h à 20h,219,6,Monday
ETRECHY,87545145,SAM,2025-08-02,2025,C,C,Avant 6h,11,8,Saturday
EVRY-COURCOURONNES,87681387,SAM,2024-02-03,2024,D,D,Après 20h,1256,2,Saturday
PARIS-AUSTERLITZ,87547026,JOB,2025-11-02,2025,C,C,De 10h à 16h,4217,11,Sunday
FAREMOUTIERS-POMMEUSE,87116277,DIM,2023-11-19,2023,P,P,De 16h à 20h,64,11,Sunday
PARIS-GARE-DU-NORD,87271031,JOB,2024-01-16,2024,H,H,De 16h à 20h,39390,1,Tuesday
VILLIERS-LE-BEL-GONESSE-ARNOUVILLE,87276220,JOB,2024-05-03,2024,D,D,Avant 6h,803,5,Friday
FERRIERES-FONTENAY,87684241,JOB,2024-01-16,2024,R,R,De 10h à 16h,56,1,Tuesday
PARIS-MONTPARNASSE,87391003,DIM,2024-01-21,2024,N,N,De 6h à 10h,1450,1,Sunday
VIROFLAY-RIVE-DROITE,87382887,DIM,2024-01-21,2024,L,L2,Après 20h,139,1,Sunday
PARIS-SAINT-LAZARE,87384008,JOB,2024-01-16,2024,L,L3,De 6h à 10h,5347,1,Tuesday
FRANCONVILLE-LE-PLESSIS-BOUCHARD,87276071,JOB,2025-06-02,2025,C,C,Avant 6h,88,6,Monday
VIRY-CHATILLON,87681312,SAM,2024-02-03,2024,D,D,Après 20h,500,2,Saturday
VULAINES-SUR-SEINE-SAMOREAU,87682443,DIM,2024-01-21,2024,R,R,Avant 6h,2,1,Sunday
FREPILLON,87276659,DIM,2024-01-21,2024,H,H,De 6h à 10h,30,1,Sunday
POISSY,87386573,DIM,2021-05-12,2021,J,J5,Après 20h,169,5,Wednesday
GARGES-SARCELLES,87276196,JOB,2024-05-03,2024,D,D,De 10h à 16h,10581,5,Friday
PONT-DE-L'ALMA,87393041,DIM,2025-09-02,2025,C,C,De 10h à 16h,1695,9,Tuesday
PONT-DE-L'ALMA,87393041,JOB,2025-06-02,2025,C,C,Après 20h,801,6,Monday
GISORS,87381244,SAM,2024-01-20,2024,J,J6,De 16h à 20h,87,1,Saturday
PRECY-SUR-OISE,87276410,SAM,2024-01-20,2024,H,H,Avant 6h,0,1,Saturday
GRAVIGNY-BALIZY,87393645,JOB,2024-11-26,2024,T12,T12,De 10h à 16h,186,11,Tuesday
PUTEAUX,87382382,JOB,2024-04-23,2024,U,U,De 6h à 10h,959,4,Tuesday
RAMBOUILLET,87393314,DIM,2024-01-21,2024,N,N,De 6h à 10h,146,1,Sunday
GROSLAY,87276360,JOB,2024-01-16,2024,H,H,De 16h à 20h,536,1,Tuesday
ROMAIN-ROLLAND,87704296,SAM,2021-09-18,2021,T4,T4,De 6h à 10h,196,9,Saturday
HOPITAL-DE-MONTFERMEIL,87704338,DIM,2021-12-09,2021,T4,T4,De 16h à 20h,191,12,Thursday
ROSNY-BOIS-PERRIER,87113696,DIM,2022-03-20,2022,E,E,Avant 6h,31,3,Sunday
HOPITAL-DE-MONTFERMEIL,87704338,SAM,2021-11-09,2021,T4,T4,Après 20h,108,11,Tuesday
HOPITAL-DE-MONTFERMEIL,87704338,SAM,2021-11-09,2021,T4,T4,De 16h à 20h,327,11,Tuesday
SAINT-MAMMES,87682294,JOB,2024-01-16,2024,R,R,De 10h à 16h,95,1,Tuesday
IGNY,87393561,SAM,2025-08-02,2025,C,V,De 16h à 20h,92,8,Saturday
SAINT-MICHEL-NOTRE-DAME,87547315,DIM,2025-09-02,2025,C,C,Avant 6h,175,9,Tuesday
ISLES-ARMENTIERES-CONGIS,87116616,SAM,2023-09-16,2023,P,P,De 6h à 10h,23,9,Saturday
SAINT-NOM-LA-BRETECHE-FORET-DE-MARLY,87382481,JOB,2023-10-19,2023,T13,T13,De 10h à 16h,158,10,Thursday
JAVEL,87393066,JOB,2025-06-02,2025,C,C,Avant 6h,24,6,Monday
SAINT-OUEN-L'AUMONE-LIESSE,87337980,SAM,2025-08-02,2025,C,C,Après 20h,65,8,Saturday
L'ABBAYE,87113886,JOB,2021-09-21,2021,T4,T4,De 10h à 16h,310,9,Tuesday
LA-BORNE-BLANCHE,87276287,DIM,2024-03-03,2024,D,D,De 16h à 20h,27,3,Sunday
LA-CELLE-SAINT-CLOUD,87382432,DIM,2024-01-21,2024,L,L2,De 10h à 16h,562,1,Sunday
SAINT-QUENTIN-EN-YVELINES-MONTIGNY-LE-BRETONNEUX,87393843,DIM,2025-09-02,2025,C,C,De 16h à 20h,181,9,Tuesday
