Nom Gare,Code Gare,Type jour,Date,Annee,Ligne,Axe,Tranche horaire,Somme de Montants,mois,jour_semaine
CREPY-EN-VALOIS,87271593,SAM,2024-01-20,2024,K,K,Avant 6h,26,1,Saturday
LE-VAL-D'OR,87382366,SAM,2024-01-20,2024,L,L2,De 16h à 20h,495,1,Saturday
SAINT-CYR,87393223,DIM,2023-10-15,2023,T13,T13,De 10h à 16h,234,10,Sunday
ISSOU-PORCHEVILLE,87381574,SAM,2024-01-20,2024,J,J6,De 6h à 10h,68,1,Saturday
GAGNY,87113514,JOB,2022-03-22,2022,E,E,De 6h à 10h,5384,3,Tuesday
CLICHY-SOUS-BOIS-MAIRIE,87704288,SAM,2021-09-18,2021,T4,T4,Avant 6h,8,9,Saturday
LE-VERT-DE-MAISONS,87681247,DIM,2024-03-03,2024,D,D,Après 20h,221,3,Sunday
SAINT-DENIS,87271015,DIM,2024-01-21,2024,H,H,Avant 6h,191,1,Sunday
PARC-DES-EXPOSITIONS,87271486,SAM,2019-03-16,2019,B,B,De 6h à 10h,286,3,Saturday
GAGNY,87113514,SAM,2022-03-19,2022,E,E,Avant 6h,52,3,Saturday
DUGNY-LA-COURNEUVE,87697342,JOB,2021-11-23,2021,T11,T11,De 16h à 20h,464,11,Tuesday
LE-VERT-DE-MAISONS,87681247,SAM,2024-02-03,2024,D,D,De 16h à 20h,792,2,Saturday
SAINT-FARGEAU,87682542,DIM,2024-03-03,2024,D,D,De 16h à 20h,14,3,Sunday
IVRY-SUR-SEINE,87545301,SAM,2025-08-02,2025,C,C,Après 20h,392,8,Saturday
GARGES-SARCELLES,87276196,SAM,2024-02-03,2024,D,D,De 16h à 20h,4619,2,Saturday
DUGNY-LA-COURNEUVE,87697342,SAM,2021-11-20,2021,T11,T11,De 10h à 16h,370,11,Saturday
VULAINES-SUR-SEINE-SAMOREAU,87682443,DIM,2024-01-21,2024,R,R,De 10h à 16h,36,1,Sunday
SAINT-GERMAIN-EN-LAYE,87733063,SAM,2023-10-14,2023,T13,T13,De 10h à 16h,685,10,Saturday
PARC-DU-CHATEAU,87745786,SAM,2024-11-30,2024,T12,T12,Après 20h,40,11,Saturday
SAINT-QUENTIN-EN-YVELINES-MONTIGNY-LE-BRETONNEUX,87393843,DIM,2024-04-28,2024,U,U,Avant 6h,16,4,Sunday
DOURDAN,87545525,DIM,2025-09-02,2025,C,C,De 16h à 20h,220,9,Tuesday
LES-COQUETIERS,87113845,SAM,2021-09-18,2021,T4,T4,Avant 6h,24,9,Saturday
SAINT-GRATIEN,87276170,DIM,2025-09-02,2025,C,C,De 10h à 16h,1105,9,Tuesday
JUVISY,87545244,DIM,2024-03-03,2024,D,D,Après 20h,2307,3,Sunday
LE-PLESSIS-BELLEVILLE,87271551,SAM,2024-01-20,2024,K,K,De 10h à 16h,68,1,Saturday
CORBEIL-ESSONNES,87681007,SAM,2024-02-03,2024,D,D,Après 20h,1157,2,Saturday
VULAINES-SUR-SEINE-SAMOREAU,87682443,DIM,2024-01-21,2024,R,R,De 6h à 10h,12,1,Sunday
SAINT-LEU-LA-FORET,87276600,DIM,2024-01-21,2024,H,H,Après 20h,95,1,Sunday
PARIS-EST,87113001,SAM,2023-11-18,2023,P,P,De 10h à 16h,7701,11,Saturday
SAINT-GRATIEN,87276170,SAM,2025-08-02,2025,C,C,Avant 6h,66,8,Saturday
EPINAY-SUR-SEINE,87271148,DIM,2025-09-02,2025,C,C,De 10h à 16h,953,9,Tuesday
MONTREUIL,87382879,DIM,2024-01-21,2024,L,L2,Avant 6h,8,1,Sunday
LA-VERRIERE,87393256,SAM,2024-01-20,2024,N,N,De 6h à 10h,430,1,Saturday
PARIS-GARE-DE-LYON,87686030,JOB,2024-05-03,2024,D,D,De 10h à 16h,16618,5,Friday
VAIRES-TORCY,87116293,JOB,2023-11-14,2023,P,P,De 6h à 10h,1929,11,Tuesday
CORMEILLES-EN-PARISIS,87381863,JOB,2024-01-16,2024,J,J6,De 16h à 20h,1381,1,Tuesday
LES-GRESILLONS,87272146,JOB,2025-11-02,2025,C,C,De 10h à 16h,1212,11,Sunday
SAINT-MARTIN-D'ETAMPES,87545350,DIM,2025-09-02,2025,C,C,De 6h à 10h,72,9,Tuesday
MASSY-PALAISEAU,87393579,DIM,2024-01-12,2024,T12,T12,Après 20h,248,1,Friday
LE-STADE,87381095,JOB,2024-01-16,2024,J,J4,Après 20h,236,1,Tuesday
DUGNY-LA-COURNEUVE,87697342,DIM,2021-11-21,2021,T11,T11,Avant 6h,9,11,Sunday
LES-MUREAUX,87386680,SAM,2021-04-12,2021,J,J5,De 6h à 10h,701,4,Monday
LARDY,87545160,SAM,2025-08-02,2025,C,C,De 16h à 20h,133,8,Saturday
PARIS-GARE-DU-NORD,87271031,SAM,2019-03-16,2019,B,B,De 10h à 16h,38808,3,Saturday
VANVES-MALAKOFF,87391532,SAM,2024-01-20,2024,N,N,Avant 6h,11,1,Saturday
COTEAUX-DE-L'ORGE,87745794,JOB,2024-11-26,2024,T12,T12,Avant 6h,19,11,Tuesday
MORET-VENEUX-LES-SABLONS,87682278,DIM,2024-01-21,2024,R,R,Après 20h,98,1,Sunday
SAINT-NOM-LA-BRETECHE-FORET-DE-MARLY,87382481,DIM,2024-01-21,2024,L,L2,De 6h à 10h,95,1,Sunday
LA-DEFENSE,87382218,JOB,2024-04-23,2024,U,U,De 10h à 16h,1196,4,Tuesday
VAUCRESSON,87382267,SAM,2024-01-20,2024,L,L2,Avant 6h,16,1,Saturday
EPINAY-VILLETANEUSE,87271122,JOB,2024-01-16,2024,H,H,De 16h à 20h,5511,1,Tuesday
LES-YVRIS-NOISY-LE-GRAND,87113803,JOB,2022-03-22,2022,E,E,De 16h à 20h,289,3,Tuesday
LE-BOURGET,87271395,JOB,2023-10-10,2023,B,B,De 16h à 20h,7057,10,Tuesday
MAULE,87381723,SAM,2024-01-20,2024,N,N,De 16h à 20h,83,1,Saturday
LE-VAL-D'OR,87382366,SAM,2024-01-20,2024,L,L2,Après 20h,193,1,Saturday
COULOMMIERS,87116301,DIM,2023-11-19,2023,P,P,De 16h à 20h,305,11,Sunday
NANGIS,87116095,SAM,2023-11-18,2023,P,P,De 16h à 20h,139,11,Saturday
SARTROUVILLE,87386417,DIM,2024-01-21,2024,L,L3,Avant 6h,17,1,Sunday
PARIS-SAINT-LAZARE,87384008,DIM,2024-01-21,2024,J,J4,De 10h à 16h,3926,1,Sunday
SAINT-MICHEL-SUR-ORGE,87545202,SAM,2025-08-02,2025,C,C,De 6h à 10h,782,8,Saturday
EPONE-MEZIERES,87386763,JOB,2025-01-04,2025,J,J5,Avant 6h,87,1,Saturday
LIMAY,87381582,JOB,2024-01-16,2024,J,J6,Après 20h,43,1,Tuesday
LE-PLESSIS-BELLEVILLE,87271551,JOB,2024-01-16,2024,K,K,Avant 6h,45,1,Tuesday
LA-FRETTE-MONTIGNY,87381871,SAM,2024-01-20,2024,J,J6,De 10h à 16h,485,1,Saturday
LES-BOULLEREAUX-CHAMPIGNY,87113779,SAM,2022-03-19,2022,E,E,De 16h à 20h,610,3,Saturday
EPINAY-SUR-SEINE,87271148,SAM,2025-08-02,2025,C,C,Avant 6h,84,8,Saturday
NANTEUIL-SAACY,87116558,DIM,2023-09-17,2023,P,P,Après 20h,40,9,Sunday
SARTROUVILLE,87386417,SAM,2022-11-19,2022,A,A,Avant 6h,88,11,Saturday
PARIS-SAINT-LAZARE,87384008,JOB,2025-01-04,2025,J,J5,Après 20h,2354,1,Saturday
SAINT-NOM-LA-BRETECHE-FORET-DE-MARLY,87382481,DIM,2023-10-15,2023,T13,T13,De 10h à 16h,189,10,Sunday
ERMONT-EAUBONNE,87276055,SAM,2024-01-20,2024,H,H,De 6h à 10h,1375,1,Saturday
NANTEUIL-SAACY,87116558,JOB,2023-09-19,2023,P,P,De 6h à 10h,681,9,Tuesday
LE-PLESSIS-CHENET,87681627,JOB,2024-12-03,2024,D,D,De 6h à 10h,22,12,Tuesday
LA-VERRIERE,87393256,JOB,2024-01-16,2024,N,N,De 10h à 16h,1068,1,Tuesday
LES-ESSARTS-LE-ROI,87393280,JOB,2024-01-16,2024,N,N,De 10h à 16h,277,1,Tuesday
EPLUCHES,87276147,SAM,2024-01-20,2024,H,H,De 16h à 20h,48,1,Saturday
NEMOURS-SAINT-PIERRE,87684126,DIM,2024-01-21,2024,R,R,De 6h à 10h,237,1,Sunday
LE-STADE,87381095,DIM,2024-01-21,2024,J,J6,Après 20h,11,1,Sunday
PIERREFITTE-STAINS,87271163,DIM,2024-03-03,2024,D,D,Après 20h,884,3,Sunday
SAINT-OUEN-L'AUMONE,87276105,JOB,2024-01-16,2024,H,H,Avant 6h,88,1,Tuesday
DOURDAN,87545525,JOB,2025-06-02,2025,C,C,De 10h à 16h,394,6,Monday
NEZEL-AULNAY,87381731,JOB,2024-01-16,2024,N,N,De 16h à 20h,27,1,Tuesday
LE-STADE,87381095,SAM,2024-01-20,2024,J,J4,De 16h à 20h,767,1,Saturday
PIERREFITTE-STAINS,87271163,JOB,2024-05-03,2024,D,D,Après 20h,571,5,Friday
LES-MUREAUX,87386680,SAM,2021-04-12,2021,J,J5,Avant 6h,71,4,Monday
ERMONT-EAUBONNE,87276055,JOB,2024-01-16,2024,J,J4,De 16h à 20h,2703,1,Tuesday
NOISY-LE-ROI,87733659,SAM,2023-10-14,2023,T13,T13,Après 20h,53,10,Saturday
LE-STADE,87381095,SAM,2024-01-20,2024,J,J6,Après 20h,34,1,Saturday
LE-BLANC-MESNIL,87271478,SAM,2019-03-16,2019,B,B,De 6h à 10h,1046,3,Saturday
LES-NOUES,87276238,DIM,2024-03-03,2024,D,D,Après 20h,90,3,Sunday
EVRY-COURCOURONNES,87681387,DIM,2024-03-03,2024,D,D,De 6h à 10h,1016,3,Sunday
NOTRE-DAME-DES-ANGES,87704312,DIM,2021-12-09,2021,T4,T4,De 6h à 10h,60,12,Thursday
LE-VAL-D'OR,87382366,JOB,2024-01-16,2024,L,L2,De 6h à 10h,1420,1,Tuesday
MAURECOURT,87381483,JOB,2024-01-16,2024,J,J6,De 16h à 20h,158,1,Tuesday
SAINT-OUEN-L'AUMONE-QUARTIER-DE-L'EGLISE,87381426,SAM,2024-01-20,2024,J,J6,Avant 6h,25,1,Saturday
EVRY-COURCOURONNES,87681387,JOB,2024-11-26,2024,T12,T12,Après 20h,344,11,Tuesday
NOTRE-DAME-DES-ANGES,87704312,JOB,2021-09-21,2021,T4,T4,Avant 6h,2,9,Tuesday
LE-VERT-DE-MAISONS,87681247,JOB,2024-05-03,2024,D,D,De 16h à 20h,1663,5,Friday
LE-BOURGET,87271395,JOB,2021-11-23,2021,T11,T11,Après 20h,729,11,Tuesday
LES-PORTES-DE-SAINT-CYR,87710921,DIM,2023-10-15,2023,T13,T13,De 10h à 16h,19,10,Sunday
EVRY-COURCOURONNES,87681387,SAM,2024-02-03,2024,D,D,De 10h à 16h,4045,2,Saturday
LIVRY-SUR-SEINE,87682401,SAM,2024-01-20,2024,R,R,De 6h à 10h,32,1,Saturday
LEON-BLUM,87704262,JOB,2021-09-21,2021,T4,T4,De 10h à 16h,907,9,Tuesday
POISSY,87386573,DIM,2022-11-20,2022,A,A,De 16h à 20h,1010,11,Sunday
SAINT-QUENTIN-EN-YVELINES-MONTIGNY-LE-BRETONNEUX,87393843,SAM,2024-04-27,2024,U,U,Avant 6h,25,4,Saturday
EMERAINVILLE-PONTAULT-COMBAULT,87116046,DIM,2022-03-20,2022,E,E,Après 20h,128,3,Sunday
ORGERUS-BEHOUST,87393447,JOB,2024-01-16,2024,N,N,De 16h à 20h,56,1,Tuesday
LES-ARDOINES,87492108,DIM,2025-09-02,2025,C,C,De 16h à 20h,569,9,Tuesday
MELUN,87682005,JOB,2024-01-16,2024,R,R,De 6h à 10h,6749,1,Tuesday
LES-PORTES-DE-SAINT-CYR,87710921,JOB,2023-10-19,2023,T13,T13,De 10h à 16h,17,10,Thursday
FONTENAY-LE-FLEURY,87393405,SAM,2024-01-20,2024,N,N,Avant 6h,19,1,Saturday
LOUVECIENNES,87382457,JOB,2024-01-16,2024,L,L2,Avant 6h,23,1,Tuesday
SEVRES-RIVE-GAUCHE,87393124,DIM,2024-01-21,2024,N,N,Après 20h,64,1,Sunday
PONT-CARDINET,87381111,DIM,2024-01-21,2024,L,L3,De 16h à 20h,903,1,Sunday
LES-VALLEES,87386300,SAM,2024-01-20,2024,L,L3,Avant 6h,49,1,Saturday
ACHERES-VILLE,87381657,JOB,2022-11-30,2022,A,A,De 16h à 20h,886,11,Wednesday
LUZARCHES,87276576,DIM,2024-01-21,2024,H,H,De 6h à 10h,41,1,Sunday
SEVRES-VILLE-D'AVRAY,87382341,SAM,2024-01-20,2024,L,L2,Après 20h,158,1,Saturday
MERIEL,87276675,SAM,2024-01-20,2024,H,H,De 10h à 16h,167,1,Saturday
SARTROUVILLE,87386417,JOB,2022-11-30,2022,A,A,De 10h à 16h,3342,11,Wednesday
FRANCONVILLE-LE-PLESSIS-BOUCHARD,87276071,DIM,2025-09-02,2025,C,C,De 16h à 20h,400,9,Tuesday
LYCEE-HENRI-SELLIER,87988717,DIM,2021-12-09,2021,T4,T4,Avant 6h,14,12,Thursday
SOUPPES-CHATEAU-LANDON,87684217,JOB,2024-01-16,2024,R,R,Avant 6h,174,1,Tuesday
MERY-SUR-OISE,87276667,SAM,2024-01-20,2024,H,H,De 16h à 20h,164,1,Saturday
LIEUSAINT-MOISSY,87682153,SAM,2024-02-03,2024,D,D,De 10h à 16h,1999,2,Saturday
FERME-NEUVE,87745851,JOB,2024-11-26,2024,T12,T12,De 6h à 10h,556,11,Tuesday
LYCEE-HENRI-SELLIER,87988717,JOB,2021-09-21,2021,T4,T4,De 6h à 10h,677,9,Tuesday
LES-ARDOINES,87492108,JOB,2025-11-02,2025,C,C,De 6h à 10h,1519,11,Sunday
LES-CLAIRIERES-DE-VERNEUIL,87386664,SAM,2021-04-12,2021,J,J5,De 6h à 10h,72,4,Monday
LIMAY,87381582,SAM,2024-01-20,2024,J,J6,De 6h à 10h,165,1,Saturday
GARCHES-MARNES-LA-COQUETTE,87382259,JOB,2024-01-16,2024,L,L2,De 16h à 20h,953,1,Tuesday
MAISONS-ALFORT-ALFORTVILLE,87681155,JOB,2024-05-03,2024,D,D,Avant 6h,375,5,Friday
SURVILLIERS-FOSSES,87276261,SAM,2024-02-03,2024,D,D,De 10h à 16h,722,2,Saturday
PONT-DE-RUNGIS-AEROPORT-D'ORLY,87546192,SAM,2025-08-02,2025,C,C,De 16h à 20h,172,8,Saturday
SEVRAN-LIVRY,87271429,JOB,2023-10-10,2023,B,B,Après 20h,337,10,Tuesday
FONTENAY-LE-FLEURY,87393405,JOB,2024-01-16,2024,N,N,Après 20h,76,1,Tuesday
MAISONS-ALFORT-ALFORTVILLE,87681155,SAM,2024-02-03,2024,D,D,Avant 6h,219,2,Saturday
LES-BOULLEREAUX-CHAMPIGNY,87113779,DIM,2022-03-20,2022,E,E,De 16h à 20h,608,3,Sunday
MITRY-CLAYE,87271528,JOB,2023-10-10,2023,B,B,Après 20h,308,10,Tuesday
LUZARCHES,87276576,SAM,2024-01-20,2024,H,H,De 6h à 10h,68,1,Saturday
AMEDEE-GORDINI,87745844,DIM,2024-01-12,2024,T12,T12,Après 20h,47,1,Friday
OZOIR-LA-FERRIERE,87116020,SAM,2022-03-19,2022,E,E,De 16h à 20h,331,3,Saturday
TAVERNY,87276634,SAM,2024-01-20,2024,H,H,De 6h à 10h,278,1,Saturday
LES-PORTES-DE-SAINT-CYR,87710921,JOB,2023-10-19,2023,T13,T13,Après 20h,1,10,Thursday
MAGENTA,87281873,JOB,2022-03-22,2022,E,E,Après 20h,4155,3,Tuesday
EPONE-MEZIERES,87386763,DIM,2024-01-21,2024,N,N,Après 20h,23,1,Sunday
PARC-DU-CHATEAU,87745786,JOB,2024-11-26,2024,T12,T12,Avant 6h,5,11,Tuesday
TOURNAN,87116210,DIM,2022-03-20,2022,E,E,De 16h à 20h,193,3,Sunday
MONTARGIS,87684001,DIM,2024-01-21,2024,R,R,De 10h à 16h,509,1,Sunday
STADE-DE-FRANCE-SAINT-DENIS,87164780,JOB,2024-05-03,2024,D,D,Après 20h,548,5,Friday
ARGENTEUIL,87381848,DIM,2024-01-21,2024,J,J4,De 10h à 16h,1819,1,Sunday
PARIS-AUSTERLITZ,87547026,JOB,2025-11-02,2025,C,C,De 6h à 10h,4181,11,Sunday
TOURNAN,87116210,JOB,2022-03-22,2022,E,E,De 16h à 20h,391,3,Tuesday
LES-PORTES-DE-SAINT-CYR,87710921,SAM,2023-10-14,2023,T13,T13,De 16h à 20h,10,10,Saturday
MAGENTA,87281873,SAM,2022-03-19,2022,E,E,De 6h à 10h,3512,3,Saturday
FRANCONVILLE-LE-PLESSIS-BOUCHARD,87276071,SAM,2025-08-02,2025,C,C,Après 20h,176,8,Saturday
MAISONS-LAFFITTE,87386425,JOB,2024-01-16,2024,L,L3,De 6h à 10h,1086,1,Tuesday
LES-MUREAUX,87386680,DIM,2021-05-12,2021,J,J5,Après 20h,168,5,Wednesday
MONTGERON-CROSNE,87682104,DIM,2024-03-03,2024,D,D,De 16h à 20h,728,3,Sunday
SURESNES-MONT-VALERIEN,87382374,SAM,2024-01-20,2024,L,L2,De 10h à 16h,770,1,Saturday
GRAND-BOURG,87681353,JOB,2024-12-03,2024,D,D,Avant 6h,32,12,Tuesday
MAISONS-LAFFITTE,87386425,SAM,2024-01-20,2024,L,L3,Après 20h,143,1,Saturday
LES-MUREAUX,87386680,DIM,2021-05-12,2021,J,J5,De 16h à 20h,518,5,Wednesday
LES-YVRIS-NOISY-LE-GRAND,87113803,JOB,2022-03-22,2022,E,E,De 10h à 16h,218,3,Tuesday
MAISONS-LAFFITTE,87386425,SAM,2022-11-19,2022,A,A,Avant 6h,55,11,Saturday
ESBLY,87116327,JOB,2023-11-14,2023,P,P,De 6h à 10h,1777,11,Tuesday
PARIS-GARE-DU-NORD,87271031,JOB,2024-05-03,2024,D,D,De 10h à 16h,19586,5,Friday
TRAPPES,87393835,DIM,2024-04-28,2024,U,U,De 16h à 20h,234,4,Sunday
MONTIGNY-BEAUCHAMP,87276089,JOB,2024-01-16,2024,H,H,Avant 6h,145,1,Tuesday
TACOIGNIERES-RICHEBOURG,87393454,JOB,2024-01-16,2024,N,N,Avant 6h,9,1,Tuesday
GARGAN,87113860,SAM,2021-11-09,2021,T4,T4,Après 20h,572,11,Tuesday
PARIS-GARE-DU-NORD,87271031,JOB,2024-01-16,2024,K,K,De 16h à 20h,4599,1,Tuesday
TRAPPES,87393835,JOB,2024-04-23,2024,U,U,De 10h à 16h,440,4,Tuesday
LIMAY,87381582,DIM,2024-01-21,2024,J,J6,Avant 6h,13,1,Sunday
MANTES-LA-JOLIE,87381509,JOB,2025-01-04,2025,J,J5,Avant 6h,342,1,Saturday
AULNAY-SOUS-BOIS,87271411,SAM,2021-09-18,2021,T4,T4,Avant 6h,38,9,Saturday
MANTES-LA-JOLIE,87381509,JOB,2024-01-16,2024,J,J6,De 6h à 10h,654,1,Tuesday
TRIE-CHATEAU,87381236,DIM,2024-01-21,2024,J,J6,Après 20h,2,1,Sunday
PORCHEFONTAINE,87393165,JOB,2025-06-02,2025,C,C,De 16h à 20h,307,6,Monday
THOMERY,87682252,SAM,2024-01-20,2024,R,R,De 10h à 16h,96,1,Saturday
GROSLAY,87276360,DIM,2024-01-21,2024,H,H,Après 20h,93,1,Sunday
PIERREFITTE-STAINS,87271163,JOB,2024-05-03,2024,D,D,De 16h à 20h,3947,5,Friday
LES-SAULES,87546226,JOB,2025-11-02,2025,C,C,De 10h à 16h,507,11,Sunday
MONTRY-CONDE,87116400,DIM,2023-09-17,2023,P,P,Après 20h,0,9,Sunday
MARCHEZAIS-BROUE,87393470,DIM,2024-01-21,2024,N,N,De 16h à 20h,32,1,Sunday
EVRY-VAL-DE-SEINE,87681361,JOB,2024-12-03,2024,D,D,Avant 6h,67,12,Tuesday
MANTES-STATION,87381590,SAM,2024-01-20,2024,J,J6,De 16h à 20h,128,1,Saturday
VAL-DE-FONTENAY,87113712,DIM,2022-03-20,2022,E,E,De 16h à 20h,4139,3,Sunday
LOUVECIENNES,87382457,DIM,2024-01-21,2024,L,L2,De 6h à 10h,79,1,Sunday
TOURNAN,87116210,DIM,2023-11-19,2023,P,P,De 10h à 16h,240,11,Sunday
HAUSSMANN-SAINT-LAZARE,87281899,SAM,2022-03-19,2022,E,E,De 16h à 20h,11840,3,Saturday
PLAISIR-GRIGNON,87393421,DIM,2024-01-21,2024,N,N,De 6h à 10h,370,1,Sunday
VANVES-MALAKOFF,87391532,SAM,2024-01-20,2024,N,N,De 6h à 10h,206,1,Saturday
MOUROUX,87116285,DIM,2023-11-19,2023,P,P,De 16h à 20h,26,11,Sunday
MAREIL-SUR-MAULDRE,87381715,SAM,2024-01-20,2024,N,N,De 16h à 20h,33,1,Saturday
FAREMOUTIERS-POMMEUSE,87116277,DIM,2023-11-19,2023,P,P,De 6h à 10h,27,11,Sunday
MAROLLES-EN-HUREPOIX,87545186,JOB,2025-06-02,2025,C,C,De 16h à 20h,309,6,Monday
LIMAY,87381582,DIM,2024-01-21,2024,J,J6,De 16h à 20h,169,1,Sunday
MUSEE-D'ORSAY,87547307,SAM,2025-08-02,2025,C,C,Après 20h,840,8,Saturday
TRAPPES,87393835,JOB,2024-01-16,2024,N,N,Après 20h,204,1,Tuesday
HERBLAY,87381889,SAM,2024-01-20,2024,J,J6,De 10h à 16h,1451,1,Saturday
PONT-DE-L'ALMA,87393041,DIM,2025-09-02,2025,C,C,De 6h à 10h,262,9,Tuesday
VAUCELLES,87276626,DIM,2024-01-21,2024,H,H,De 16h à 20h,150,1,Sunday
PUTEAUX,87382382,SAM,2024-01-20,2024,L,L2,Après 20h,383,1,Saturday
MARLY-LE-ROI,87382465,JOB,2024-01-16,2024,L,L2,De 6h à 10h,1691,1,Tuesday
GRAND-BOURG,87681353,DIM,2024-03-03,2024,D,D,De 6h à 10h,38,3,Sunday
MASSY-VERRIERES,87383281,DIM,2025-09-02,2025,C,C,Avant 6h,1,9,Tuesday
LONGJUMEAU,87393611,DIM,2024-01-12,2024,T12,T12,Avant 6h,6,1,Friday
NANTEUIL-SAACY,87116558,SAM,2023-09-16,2023,P,P,Après 20h,37,9,Saturday
TRIE-CHATEAU,87381236,JOB,2024-01-16,2024,J,J6,Après 20h,0,1,Tuesday
HOUDAN,87393462,SAM,2024-01-20,2024,N,N,De 6h à 10h,217,1,Saturday
PONT-DE-RUNGIS-AEROPORT-D'ORLY,87546192,JOB,2025-06-02,2025,C,C,De 16h à 20h,593,6,Monday
VAUCRESSON,87382267,JOB,2024-01-16,2024,L,L2,De 10h à 16h,709,1,Tuesday
NEZEL-AULNAY,87381731,DIM,2024-01-21,2024,N,N,De 16h à 20h,25,1,Sunday
MASSY-EUROPE,87725465,DIM,2024-01-12,2024,T12,T12,De 10h à 16h,155,1,Friday
GRAND-BOURG,87681353,SAM,2024-02-03,2024,D,D,De 6h à 10h,67,2,Saturday
MAURECOURT,87381483,DIM,2024-01-21,2024,J,J6,De 16h à 20h,134,1,Sunday
LUZARCHES,87276576,DIM,2024-01-21,2024,H,H,De 16h à 20h,167,1,Sunday
NOINTEL-MOURS,87276758,JOB,2024-01-16,2024,H,H,De 16h à 20h,104,1,Tuesday
TRIEL-SUR-SEINE,87381806,DIM,2024-01-21,2024,J,J6,De 10h à 16h,285,1,Sunday
GRAVIGNY-BALIZY,87393645,DIM,2024-01-12,2024,T12,T12,Après 20h,12,1,Friday
PONT-DU-GARIGLIANO-HOPITAL-EUROPEEN-G.-POMPIDOU,87393322,SAM,2025-08-02,2025,C,C,De 16h à 20h,726,8,Saturday
VAUX-SUR-SEINE,87381814,SAM,2024-01-20,2024,J,J6,Après 20h,24,1,Saturday
ROSNY-BOIS-PERRIER,87113696,JOB,2022-03-22,2022,E,E,De 16h à 20h,2412,3,Tuesday
MASSY-PALAISEAU,87393579,DIM,2024-01-12,2024,T12,T12,De 16h à 20h,547,1,Friday
BESSANCOURT,87276642,DIM,2024-01-21,2024,H,H,De 16h à 20h,146,1,Sunday
MEAUX,87116103,SAM,2023-11-18,2023,P,P,Après 20h,1151,11,Saturday
VERSAILLES-CHANTIERS,87393009,DIM,2025-09-02,2025,C,V,Avant 6h,4,9,Tuesday
NOTRE-DAME-DES-ANGES,87704312,DIM,2021-12-09,2021,T4,T4,De 10h à 16h,210,12,Thursday
VANVES-MALAKOFF,87391532,JOB,2024-01-16,2024,N,N,Après 20h,169,1,Tuesday
GRETZ-ARMAINVILLIERS,87116012,SAM,2022-03-19,2022,E,E,De 16h à 20h,112,3,Saturday
MELUN,87682005,SAM,2024-01-20,2024,R,R,De 10h à 16h,4909,1,Saturday
VERSAILLES-CHANTIERS,87393009,JOB,2024-04-23,2024,U,U,De 6h à 10h,3713,4,Tuesday
SAINT-CHERON,87545509,SAM,2025-08-02,2025,C,C,De 6h à 10h,83,8,Saturday
MAURICE-AUDIN,87704270,SAM,2021-11-09,2021,T4,T4,De 16h à 20h,354,11,Tuesday
BEYNES,87393363,JOB,2024-01-16,2024,N,N,De 16h à 20h,64,1,Tuesday
MENNECY,87681411,DIM,2024-03-03,2024,D,D,Après 20h,37,3,Sunday
MAISONS-LAFFITTE,87386425,JOB,2022-11-30,2022,A,A,De 6h à 10h,5057,11,Wednesday
OSNY,87381145,DIM,2024-01-21,2024,J,J6,De 10h à 16h,164,1,Sunday
VAUX-SUR-SEINE,87381814,JOB,2024-01-16,2024,J,J6,Après 20h,19,1,Tuesday
L'ETANG-LA-VILLE,87382473,JOB,2024-01-16,2024,L,L2,De 16h à 20h,118,1,Tuesday
SAINT-CYR,87393223,DIM,2025-09-02,2025,C,C,De 6h à 10h,29,9,Tuesday
VERSAILLES-CHANTIERS,87393009,SAM,2025-08-02,2025,C,C,De 16h à 20h,227,8,Saturday
MENNECY,87681411,SAM,2024-02-03,2024,D,D,Avant 6h,16,2,Saturday
VERNOUILLET-VERNEUIL,87386656,SAM,2021-04-12,2021,J,J5,Après 20h,77,4,Monday
BOIS-LE-ROI,87682203,DIM,2024-01-21,2024,R,R,Après 20h,117,1,Sunday
MERIEL,87276675,DIM,2024-01-21,2024,H,H,Avant 6h,9,1,Sunday
MAREIL-SUR-MAULDRE,87381715,DIM,2024-01-21,2024,N,N,De 16h à 20h,28,1,Sunday
SAINT-CYR,87393223,JOB,2024-01-16,2024,N,N,Avant 6h,61,1,Tuesday
VERSAILLES-CHANTIERS,87393009,JOB,2025-06-02,2025,C,C,De 16h à 20h,1459,6,Monday
L'ISLE-ADAM-PARMAIN,87276527,DIM,2024-01-21,2024,H,H,De 10h à 16h,287,1,Sunday
MERIEL,87276675,SAM,2024-01-20,2024,H,H,De 6h à 10h,88,1,Saturday
MAREUIL-SUR-OURCQ,87116665,SAM,2023-09-16,2023,P,P,Après 20h,1,9,Saturday
MEUDON-VAL-FLEURY,87393082,SAM,2025-08-02,2025,C,C,Avant 6h,11,8,Saturday
VERSAILLES-CHANTIERS,87393009,SAM,2025-08-02,2025,C,V,De 10h à 16h,632,8,Saturday
BOISSY-L'AILLERIE,87381152,JOB,2024-01-16,2024,J,J6,De 16h à 20h,82,1,Tuesday
SAINT-DENIS,87271015,JOB,2024-05-03,2024,D,D,De 10h à 16h,6649,5,Friday
VERT-GALANT,87271437,DIM,2019-03-17,2019,B,B,De 6h à 10h,751,3,Sunday
PARC-DU-CHATEAU,87745786,SAM,2024-11-30,2024,T12,T12,De 10h à 16h,278,11,Saturday
MITRY-CLAYE,87271528,JOB,2023-10-10,2023,B,B,De 6h à 10h,983,10,Tuesday
